Manufacturer,Year,Potentially Affected,cluster,severity_level,severity_label
"Kia America, Inc.",2025,137256,2,3,High
"Volkswagen Group of America, Inc.",2025,177493,2,3,High
Ford Motor Company,2025,240510,2,3,High
Ford Motor Company,2025,35328,2,3,High
"Daimler Vans USA, LLC",2025,689,1,1,Low
"Tesla, Inc.",2025,376241,2,3,High
Ford Motor Company,2025,1635,2,3,High
Ford Motor Company,2025,2711,2,3,High
Ford Motor Company,2025,332,1,1,Low
"Jaguar Land Rover North America, LLC",2025,1270,1,1,Low
"Jaguar Land Rover North America, LLC",2025,1473,2,3,High
"Rivian Automotive, LLC",2025,17260,2,3,High
"Chrysler (FCA US, LLC)",2025,133,1,1,Low
Ford Motor Company,2025,91580,2,3,High
"Terex Advance Mixer, Inc.",2025,29,1,1,Low
Toyota Motor Engineering & Manufacturing,2025,167802,2,3,High
"General Motors, LLC",2025,82,1,1,Low
"Volkswagen Group of America, Inc.",2025,20201,2,3,High
Terberg Benschop B.V.,2025,33,1,1,Low
"Porsche Cars North America, Inc.",2025,279,1,1,Low
"Porsche Cars North America, Inc.",2025,878,1,1,Low
"Volkswagen Group of America, Inc.",2025,19,1,1,Low
"KTM North America, Inc.",2006,1714,1,1,Low
"Volkswagen Group of America, Inc.",2025,29569,2,3,High
"Gillig, LLC",2025,91,1,1,Low
"Winnebago Industries, Inc.",2025,696,1,1,Low
"KTM North America, Inc.",2025,5116,2,3,High
"Grand Design RV, LLC",2025,21982,2,3,High
"Mercedes-Benz USA, LLC",2025,7362,2,3,High
"ZEEKR TECHNOLOGY US, LLC",2025,1,1,1,Low
"ZEEKR TECHNOLOGY US, LLC",2025,1,1,1,Low
"ZEEKR TECHNOLOGY US, LLC",2025,1,1,1,Low
"Forest River, Inc.",2025,156,1,1,Low
HINO DIESEL TRUCKS(USA),2000,1848,2,3,High
Storyteller Overland,2025,120,1,1,Low
"Volvo Car USA, LLC",2025,2061,2,3,High
"Jayco, Inc.",2025,1106,1,1,Low
Nikola Corporation,2025,95,1,1,Low
"General Motors, LLC",2025,70768,2,3,High
Toyota Motor Engineering & Manufacturing,2025,40922,2,3,High
Toyota Motor Engineering & Manufacturing,2025,221846,2,3,High
"Hino Motors Sales U.S.A., Inc.",2025,19026,2,3,High
Vantage Mobility,2025,644,1,1,Low
"ZEEKR TECHNOLOGY US, LLC",2025,1,1,1,Low
Hyundai Motor America,2025,33,1,1,Low
Hyundai Motor America,2025,1587,2,3,High
Honda (American Honda Motor Co.),2025,1494,2,3,High
Highland Ridge RV,2025,89,1,1,Low
Temsa,2025,10,1,1,Low
"New Flyer of America, Inc.",2025,210,1,1,Low
Ford Motor Company,2025,298,1,1,Low
"Chrysler (FCA US, LLC)",1974,321,0,2,Medium
"COLEMAN CO., INC.",1974,1100,0,2,Medium
Roadtrek Inc.,2025,31,1,1,Low
"Autocar, LLC",2025,130,1,1,Low
"Autocar, LLC",2025,2,1,1,Low
Brinkley RV,2025,1723,1,1,Low
"Jayco, Inc.",2025,412,1,1,Low
"Autocar, LLC",2025,2,1,1,Low
Toyota Motor Engineering & Manufacturing,2025,1716,2,3,High
PACCAR Incorporated,2025,5378,2,3,High
"Daimler Trucks North America, LLC",2025,277,1,1,Low
"Autocar, LLC",2025,958,1,1,Low
"Mitsubishi Fuso Truck of America, Inc.",2025,233,1,1,Low
Ducati North America,2025,592,1,1,Low
"Forest River, Inc.",2025,64,1,1,Low
Winnebago Towable,2025,144,1,1,Low
"Mack Trucks, Inc.",2025,142,1,1,Low
Honda (American Honda Motor Co.),2025,294612,2,3,High
Honda (American Honda Motor Co.),2025,9221,2,3,High
"Subaru of America, Inc.",2025,20366,2,3,High
"Forest River Bus, LLC",2025,61,1,1,Low
Toyota Motor Engineering & Manufacturing,2025,858,1,1,Low
"General Motors, LLC",1987,5162,0,2,Medium
"Mack Trucks, Inc.",2025,21,1,1,Low
Ford Motor Company,2025,149449,2,3,High
Ford Motor Company,2025,3,1,1,Low
"Forest River, Inc.",2025,18,1,1,Low
Ford Motor Company,2025,259,1,1,Low
Ford Motor Company,2025,272817,2,3,High
"Mercedes-Benz USA, LLC",2025,165,1,1,Low
"Triumph Motorcycles America, Ltd.",2004,1647,2,3,High
"Kia America, Inc.",2025,80255,2,3,High
"Jaguar Land Rover North America, LLC",2025,5329,2,3,High
"Jaguar Land Rover North America, LLC",2025,28370,2,3,High
"Chrysler (FCA US, LLC)",2025,6066,2,3,High
"General Motors, LLC",2025,2890,2,3,High
PACCAR Incorporated,2025,1110,1,1,Low
"General Motors, LLC",2025,5,1,1,Low
Honda (American Honda Motor Co.),2025,118,1,1,Low
Marion Body Works Inc.,2025,2,1,1,Low
"Palfinger, Inc.",2025,2149,1,1,Low
"Kia America, Inc.",2025,74469,2,3,High
"Forest River, Inc.",2025,396,1,1,Low
"Winnebago Industries, Inc.",2025,107,1,1,Low
Blue Bird Body Company,2025,91,1,1,Low
Blue Bird Body Company,2025,1,1,1,Low
"Tesla, Inc.",2025,239382,2,3,High
Aston Martin The Americas,2025,1452,1,1,Low
"Winnebago Industries, Inc.",2024,5313,2,3,High
GEM WAEV LLC,2024,243,1,1,Low
"Tesla, Inc.",2024,487,1,1,Low
Indian Motorcycle Company,2024,4926,2,3,High
Storyteller Overland,2024,196,1,1,Low
Storyteller Overland,2024,28,1,1,Low
"Nissan North America, Inc.",2024,89,1,1,Low
ROGERS BROS. CORP.,1974,31,0,2,Medium
AM GENERAL LLC,1974,149,0,2,Medium
Orange EV,2024,1276,1,1,Low
Orange EV,2024,148,1,1,Low
Orange EV,2024,38,1,1,Low
"Gillig, LLC",2024,201,1,1,Low
Ford Motor Company,2024,20484,2,3,High
Ford Motor Company,2024,2490,2,3,High
Ford Motor Company,2024,47818,2,3,High
Ford Motor Company,2024,30715,2,3,High
"Altec Industries, Inc.",2024,82,1,1,Low
Ford Motor Company,2024,295449,2,3,High
"Gillig, LLC",2024,332,1,1,Low
"Mercedes-Benz USA, LLC",2024,1,1,1,Low
"Kia America, Inc.",2024,22883,2,3,High
Ford Motor Company,2024,11922,2,3,High
"Jaguar Land Rover North America, LLC",2024,11961,2,3,High
"Chrysler (FCA US, LLC)",2024,79365,2,3,High
"Chrysler (FCA US, LLC)",2024,2021,2,3,High
"Chrysler (FCA US, LLC)",2024,53,1,1,Low
Lamborghini (Automobili Lamborghini),2024,2,1,1,Low
Honda (American Honda Motor Co.),2024,167,1,1,Low
"General Motors, LLC",2024,46,1,1,Low
"Volvo Car USA, LLC",2024,2,1,1,Low
"Polestar Automotive USA, Inc.",2024,7,1,1,Low
"Polestar Automotive USA, Inc.",2024,6,1,1,Low
"Jayco, Inc.",2024,8,1,1,Low
"Mercedes-Benz USA, LLC",2024,17,1,1,Low
"VinFast Auto, LLC",2024,4888,2,3,High
"Cummins, Inc.",2024,205,1,1,Low
"Tesla, Inc.",2024,696281,2,3,High
"Mitsubishi Fuso Truck of America, Inc.",2024,243,1,1,Low
"Featherlite Trailer Manufacturing, LLC",2024,30,1,1,Low
"Forest River, Inc.",2024,116,1,1,Low
"Daimler Vans USA, LLC",2024,697,1,1,Low
Volvo Trucks North America,2010,3526,2,3,High
"Chrysler (FCA US, LLC)",2024,317630,2,3,High
"Jaguar Land Rover North America, LLC",2024,85,1,1,Low
"Chrysler (FCA US, LLC)",2024,631,1,1,Low
"General Motors, LLC",2024,7606,2,3,High
Oshkosh Corporation,2024,144,1,1,Low
Great Dane Trailers,2024,225,1,1,Low
"Gillig, LLC",2024,9,1,1,Low
"Suzuki Motor USA, LLC",2024,556,1,1,Low
"Daimler Trucks North America, LLC",2024,139,1,1,Low
"Kia America, Inc.",2024,1385,2,3,High
"Chrysler (FCA US, LLC)",2024,2135,2,3,High
"Grand Design RV, LLC",2024,508,1,1,Low
Oshkosh Corporation,2024,800,1,1,Low
Roadtrek Inc.,2024,60,1,1,Low
"Autocar, LLC",2024,104,1,1,Low
"International Motors, LLC",2024,22,1,1,Low
PACCAR Incorporated,2024,220764,2,3,High
"Forest River, Inc.",2024,6963,2,3,High
"Forest River, Inc.",2024,864,1,1,Low
"McNeilus Truck & Manufacturing, Inc.",2024,15,1,1,Low
"BMW of North America, LLC",2024,2,1,1,Low
"BMW of North America, LLC",2024,130,1,1,Low
Toyota Motor Engineering & Manufacturing,2024,70,1,1,Low
"International Motors, LLC",2005,197,1,1,Low
Nova Bus (US) Inc.,2024,24,1,1,Low
PACCAR Incorporated,2024,68,1,1,Low
PACCAR Incorporated,2024,29,1,1,Low
"Tesla, Inc.",2024,25,1,1,Low
Pierce Manufacturing,2024,8,1,1,Low
"Kuntry Kustom RV, LLC",2024,347,1,1,Low
McLaren Automotive Incorporated,2024,163,1,1,Low
"Forest River, Inc.",2024,17,1,1,Low
"Marathon Coach, Inc.",2006,155,1,1,Low
"Chrysler (FCA US, LLC)",2024,14,1,1,Low
"Volkswagen Group of America, Inc.",2024,4616,2,3,High
Keystone RV Company,2024,303,1,1,Low
Honda (American Honda Motor Co.),2024,205760,2,3,High
"Maserati North America, Inc.",2024,1710,2,3,High
Volvo Bus Corporation,2024,5,1,1,Low
"General Motors, LLC",2024,131231,2,3,High
"Mitsubishi Fuso Truck of America, Inc.",2024,224,1,1,Low
"RENAULT, INCORPORATED",1981,18700,0,2,Medium
Braun Corporation,2024,44,1,1,Low
"Porsche Cars North America, Inc.",2024,2941,2,3,High
"Winnebago Industries, Inc.",2024,632,1,1,Low
Pagani S.p.A,2024,8,1,1,Low
"Forest River, Inc.",2024,2,1,1,Low
"Forest River, Inc.",2024,357,1,1,Low
Brinkley RV,2024,466,1,1,Low
"Tesla, Inc.",2024,27,1,1,Low
Hyundai Motor America,2024,226118,2,3,High
Toyota Motor Engineering & Manufacturing,2024,8057,2,3,High
Newell Coach Corp.,2000,80,1,1,Low
"International Motors, LLC",2024,57,1,1,Low
"Altec Industries, Inc.",2024,158,1,1,Low
Honda (American Honda Motor Co.),2024,4205,2,3,High
"Volkswagen Group of America, Inc.",2024,385,1,1,Low
"Oliver Travel Trailers, INC.",2024,784,1,1,Low
Hyundai Motor America,2024,42465,2,3,High
"Volvo Car USA, LLC",2024,11,1,1,Low
"BMW of North America, LLC",2024,3,1,1,Low
MATLOCK TRK BODY&TRLR CO.,1974,398,0,2,Medium
"Chrysler (FCA US, LLC)",2024,34,1,1,Low
"Chrysler (FCA US, LLC)",2024,7198,2,3,High
Nova Bus (US) Inc.,2024,758,1,1,Low
"Mercedes-Benz USA, LLC",2024,33456,2,3,High
"Trail King Industries, Inc.",2024,396,1,1,Low
"Kia America, Inc.",2024,62872,2,3,High
Hyundai Motor America,2024,145642,2,3,High
FREIGHTLINER LLC,2000,65,1,1,Low
"Grand Design RV, LLC",2024,30435,2,3,High
"Mercedes-Benz USA, LLC",2024,3,1,1,Low
"Grand Design RV, LLC",2024,48,1,1,Low
Honda (American Honda Motor Co.),2024,40481,2,3,High
Fisker Group Inc,2024,7745,2,3,High
"Nissan North America, Inc.",2024,25704,2,3,High
"Chrysler (FCA US, LLC)",2024,204,1,1,Low
"General Motors, LLC",2024,582,1,1,Low
Honda (American Honda Motor Co.),2024,121,1,1,Low
Indian Motorcycle Company,2024,4,1,1,Low
"BMW of North America, LLC",2024,2,1,1,Low
Ford Motor Company,2024,15,1,1,Low
"Forest River, Inc.",2024,2783,2,3,High
Winnebago Towable,2024,1211,1,1,Low
"Forest River, Inc.",2024,498,1,1,Low
"Forest River, Inc.",2024,2898,2,3,High
Ford Motor Company,2024,65,1,1,Low
VANCRAFT LLC,2024,38,1,1,Low
Ford Motor Company,2024,27678,2,3,High
Diamond C Trailer MFG,2024,1432,1,1,Low
VANCRAFT LLC,2024,224,1,1,Low
VANCRAFT LLC,2024,255,1,1,Low
"Corp. Micro Bird, Inc.",2024,13,1,1,Low
"Corp. Micro Bird, Inc.",2024,424,1,1,Low
"Jaguar Land Rover North America, LLC",2024,16759,2,3,High
"Chrysler (FCA US, LLC)",2024,206502,2,3,High
"General Motors, LLC",2024,77824,2,3,High
Hyundai Motor America,2024,34964,2,3,High
Nikola Corporation,2024,72,1,1,Low
"Winnebago Industries, Inc.",2024,11982,2,3,High
PJ Trailers,2024,43,1,1,Low
Nova Bus (US) Inc.,2024,1570,2,3,High
"Tesla, Inc.",2024,2431,2,3,High
"Kawasaki Motors Corp., U.S.A.",2024,299,1,1,Low
"Polestar Automotive USA, Inc.",2024,6,1,1,Low
"Lucid USA, Inc.",2024,1539,1,1,Low
"BMW of North America, LLC",2024,3312,2,3,High
"International Motors, LLC",2024,74,1,1,Low
"Forest River, Inc.",2024,6,1,1,Low
"Forest River, Inc.",2024,287,1,1,Low
Honda (American Honda Motor Co.),2024,23483,2,3,High
"Rivian Automotive, LLC",2024,5128,2,3,High
"K.Z., Inc.",2024,14,1,1,Low
"Nissan North America, Inc.",2024,4036,2,3,High
"General Motors, LLC",2024,107,1,1,Low
Outdoors RV Manufacturing,2024,340,1,1,Low
Mazda North American Operations,2024,80915,2,3,High
Mazda North American Operations,2024,31488,2,3,High
Mazda North American Operations,2024,38926,2,3,High
Mazda North American Operations,2024,14902,2,3,High
"International Motors, LLC",2024,105276,2,3,High
Honda (American Honda Motor Co.),2024,18196,2,3,High
"Altec Industries, Inc.",2024,800,1,1,Low
"Spartan Fire, LLC",2024,50,1,1,Low
"Dakota Manufacturing Co., Inc.",1974,101,0,2,Medium
"Volkswagen Group of America, Inc.",2024,248330,2,3,High
"Autocar, LLC",2024,80,1,1,Low
"Gillig, LLC",2024,611,1,1,Low
"Ferrari North America, Inc.",2024,4,1,1,Low
"Porsche Cars North America, Inc.",2024,2251,2,3,High
Ford Motor Company,2024,1075,1,1,Low
Ford Motor Company,2024,24950,2,3,High
Ford Motor Company,2024,391,1,1,Low
JERR-DAN CORPORATION,1987,553,0,2,Medium
Ford Motor Company,2024,6212,2,3,High
"Forest River, Inc.",2024,4,1,1,Low
"Mercedes-Benz USA, LLC",2024,21,1,1,Low
"Mercedes-Benz USA, LLC",2024,7,1,1,Low
"Chrysler (FCA US, LLC)",2024,26,1,1,Low
"Chrysler (FCA US, LLC)",2024,33777,2,3,High
"General Motors, LLC",2024,25,1,1,Low
Inspire RVs LLC,2024,3,1,1,Low
"General Motors, LLC",2024,463295,2,3,High
Orange EV,2024,1334,1,1,Low
Volvo Trucks North America,2024,124949,2,3,High
Newmar Corporation,2024,111,1,1,Low
"Volvo Car USA, LLC",2024,291,1,1,Low
PACCAR Incorporated,2024,5690,2,3,High
Volvo Trucks North America,2024,1,1,1,Low
"Mack Trucks, Inc.",2024,59338,2,3,High
"Winnebago Industries, Inc.",1997,110,1,1,Low
Vermeer Manufacturing Company,2024,21,1,1,Low
"Triumph Motorcycles America, Ltd.",2024,8801,2,3,High
Brinkley RV,2024,1319,1,1,Low
"Mack Trucks, Inc.",2024,49,1,1,Low
"Forest River, Inc.",2024,16,1,1,Low
"Forest River, Inc.",2024,272,1,1,Low
"Forest River Bus, LLC",2024,173,1,1,Low
Ford Motor Company,2024,50,1,1,Low
Ford Motor Company,2024,6,1,1,Low
Aluminum Trailer Company (ATC),2024,1510,1,1,Low
"Mercedes-Benz USA, LLC",2024,416,1,1,Low
Motiv Power Systems,2024,25,1,1,Low
Motiv Power Systems,2024,40,1,1,Low
Rimac D.O.O.,2024,9,1,1,Low
"BMW of North America, LLC",2024,7,1,1,Low
"Multiquip, Inc.",2024,92,1,1,Low
"Suzuki Motor USA, LLC",2024,6338,2,3,High
Ford Motor Company,2024,2416,2,3,High
"BMW of North America, LLC",2024,8725,2,3,High
Lamborghini (Automobili Lamborghini),2024,455,1,1,Low
"McNeilus Truck & Manufacturing, Inc.",2024,431,1,1,Low
Toyota Motor Engineering & Manufacturing,2024,11890,2,3,High
"Jayco, Inc.",2024,2044,2,3,High
Honda (American Honda Motor Co.),2024,720810,2,3,High
Blue Bird Body Company,2024,28479,2,3,High
Blue Bird Body Company,2024,400,1,1,Low
"Mack Trucks, Inc.",1981,22,0,2,Medium
E-One Incorporated,2024,282,1,1,Low
Hyundai Motor America,2024,1545,2,3,High
"Chrysler (FCA US, LLC)",2024,31676,2,3,High
"General Motors, LLC",2024,1962,2,3,High
"General Motors, LLC",2024,2061,2,3,High
"Kia America, Inc.",2024,14163,2,3,High
"Rolls-Royce Motor Cars, Ltd.",1997,10,1,1,Low
"Winnebago Industries, Inc.",2024,17329,2,3,High
"Jayco, Inc.",2024,49,1,1,Low
"Chrysler (FCA US, LLC)",2024,21069,2,3,High
Harley-Davidson Motor Company,2024,15778,2,3,High
"Forest River, Inc.",2024,26,1,1,Low
"Quality Van Sales, Inc.",2024,1,1,1,Low
"Terex South Dakota, Inc.",2024,37,1,1,Low
Volvo Trucks North America,2024,2098,2,3,High
Shyft Group,2022,4,1,1,Low
"Winnebago Industries, Inc.",2024,27,1,1,Low
"Altec Industries, Inc.",2024,37,1,1,Low
Honda (American Honda Motor Co.),2024,1693199,2,3,High
Honda (American Honda Motor Co.),2024,98,1,1,Low
"Nissan North America, Inc.",2024,5176,2,3,High
"Nissan North America, Inc.",2024,37236,2,3,High
"BMW of North America, LLC",2024,11579,2,3,High
"General Motors, LLC",2024,731,1,1,Low
"General Motors, LLC",2024,25,1,1,Low
"General Motors, LLC",1974,270400,0,2,Medium
"International Motors, LLC",2024,1216,1,1,Low
"Daimler Trucks North America, LLC",2024,620,1,1,Low
"Porsche Cars North America, Inc.",2024,27527,2,3,High
"Chrysler (FCA US, LLC)",2024,129313,2,3,High
"Porsche Cars North America, Inc.",2024,183,1,1,Low
"Porsche Cars North America, Inc.",2024,193,1,1,Low
"International Motors, LLC",2024,1086,1,1,Low
"International Motors, LLC",2024,6,1,1,Low
"PROCESS ENGINEERING, INC.",1974,13,0,2,Medium
"Volkswagen Group of America, Inc.",2024,6499,2,3,High
Nova Bus (US) Inc.,2024,40,1,1,Low
"Bombardier Recreational Products, Inc.",2024,8721,2,3,High
Ford Motor Company,2024,761,1,1,Low
Royal Enfield North America Limited,2024,4206,2,3,High
"Chrysler (FCA US, LLC)",2024,154032,2,3,High
"BMW of North America, LLC",2024,5048,2,3,High
"BMW of North America, LLC",2024,7,1,1,Low
"Forest River, Inc.",2024,331,1,1,Low
"Forest River, Inc.",2024,331,1,1,Low
"Volkswagen Group of America, Inc.",2024,1591,2,3,High
"Mercedes-Benz USA, LLC",2024,10655,2,3,High
"Chrysler (FCA US, LLC)",2024,336,1,1,Low
Brinkley RV,2024,40,1,1,Low
"Tesla, Inc.",2024,27185,2,3,High
Harley-Davidson Motor Company,2024,12929,2,3,High
"GEORGIE BOY MFG., LLC",1999,133,1,1,Low
"General Motors, LLC",2024,527,1,1,Low
"BMW of North America, LLC",2024,982,1,1,Low
Aston Martin The Americas,2024,1095,1,1,Low
Textron Specialized Vehicles,2024,1137,1,1,Low
"Corp. Micro Bird, Inc.",2024,96,1,1,Low
"Corp. Micro Bird, Inc.",2024,1,1,1,Low
"Mercedes-Benz USA, LLC",2024,27190,2,3,High
Triple E Recreational Vehicles,2024,95,1,1,Low
"General Motors, LLC",1981,9070,0,2,Medium
Toyota Motor Engineering & Manufacturing,2024,145383,2,3,High
Motiv Power Systems,2024,151,1,1,Low
Motiv Power Systems,2024,13,1,1,Low
Lamborghini (Automobili Lamborghini),2024,39,1,1,Low
"General Motors, LLC",2024,18325,2,3,High
"General Motors, LLC",2024,151,1,1,Low
"Chrysler (FCA US, LLC)",2024,15835,2,3,High
Mazda North American Operations,2024,77670,2,3,High
Trans Tech Bus,2024,544,1,1,Low
"BMW of North America, LLC",2024,309,1,1,Low
"Kia America, Inc.",2024,12400,2,3,High
Harley-Davidson Motor Company,2024,46923,2,3,High
Ford Motor Company,2024,273701,2,3,High
Ford Motor Company,2024,16543,2,3,High
Ford Motor Company,2024,76,1,1,Low
Ford Motor Company,2024,61,1,1,Low
ASHDOWN MFG. CORP.,1974,47,0,2,Medium
"Rivian Automotive, LLC",2024,33,1,1,Low
Winnebago Towable,2024,424,1,1,Low
"Mercedes-Benz USA, LLC",2024,2025,2,3,High
Great Dane Trailers,2024,10,1,1,Low
Hyundai Motor America,2024,65,1,1,Low
"Jaguar Land Rover North America, LLC",2024,180,1,1,Low
"General Motors, LLC",2024,13241,2,3,High
"General Motors, LLC",2024,449671,2,3,High
"Alliance RV, LLC",2024,154,1,1,Low
"Chrysler (FCA US, LLC)",2006,79701,2,3,High
"Chrysler (FCA US, LLC)",2024,46,1,1,Low
"Jaguar Land Rover North America, LLC",2024,5,1,1,Low
"Maserati North America, Inc.",2024,524,1,1,Low
"Kawasaki Motors Corp., U.S.A.",2024,1150,1,1,Low
"Altec Industries, Inc.",2024,968,1,1,Low
McLaren Automotive Incorporated,2024,1012,1,1,Low
"Winnebago Industries, Inc.",2024,840,1,1,Low
"Airstream, Inc.",2024,21,1,1,Low
"Ember Recreational Vehicles, INC",2024,4,1,1,Low
"Tiffin Motorhomes, Inc.",2024,400,1,1,Low
"Chrysler (FCA US, LLC)",1995,175000,2,3,High
"Trail King Industries, Inc.",2024,39,1,1,Low
Storyteller Overland,2024,14,1,1,Low
Thor Motor Coach,2024,17,1,1,Low
"Alliance RV, LLC",2024,64,1,1,Low
Volvo Trucks North America,2024,156,1,1,Low
"Daimler Trucks North America, LLC",2024,16890,2,3,High
"Elgin Sweeper Company, Inc.",2024,60,1,1,Low
Nova Bus (US) Inc.,2024,208,1,1,Low
"Mercedes-Benz USA, LLC",2024,4,1,1,Low
"Mercedes-Benz USA, LLC",2024,134,1,1,Low
Blue Bird Body Company,1987,505,0,2,Medium
"Multiquip, Inc.",2024,43,1,1,Low
Phoenix Motorcars,2024,483,1,1,Low
"Airstream, Inc.",2024,269,1,1,Low
"Chrysler (FCA US, LLC)",2024,1025432,2,3,High
"Chrysler (FCA US, LLC)",2024,32863,2,3,High
"Porsche Cars North America, Inc.",2024,954,1,1,Low
"Felling Trailers, Inc.",2024,123,1,1,Low
Ford Motor Company,2023,1159,1,1,Low
"Volkswagen Group of America, Inc.",2024,99064,2,3,High
Nova Bus (US) Inc.,2024,179,1,1,Low
Mazda North American Operations,2024,672,1,1,Low
E-One Incorporated,2024,28,1,1,Low
"Altec Industries, Inc.",2024,623,1,1,Low
"Volkswagen Group of America, Inc.",2024,837,1,1,Low
"Jayco, Inc.",2024,1245,1,1,Low
Kentucky Trailer Manufacturing,2024,1439,1,1,Low
IC CORPORATION,1999,523,1,1,Low
Aluminum Trailer Company (ATC),2024,12,1,1,Low
Aluminum Trailer Company (ATC),2024,12,1,1,Low
Toyota Motor Engineering & Manufacturing,2024,43395,2,3,High
Ford Motor Company,2024,90736,2,3,High
"Jaguar Land Rover North America, LLC",2024,2760,2,3,High
Ford Motor Company,2024,24,1,1,Low
Ford Motor Company,2024,373,1,1,Low
"FLEETWOOD ENTERPRISES, INC.",1987,618,0,2,Medium
Great Dane Trailers,2024,1757,2,3,High
"Forest River, Inc.",2024,34,1,1,Low
"Forest River, Inc.",2024,132,1,1,Low
Endera Motors,2024,18,1,1,Low
Endera Motors,2024,158,1,1,Low
"McNeilus Truck & Manufacturing, Inc.",2024,4300,2,3,High
ESCAPE TRAILER INDUSTRIES LTD.,2024,248,1,1,Low
"OEM Systems, LLC",2024,38,1,1,Low
Alamo Group Inc.,2024,128,1,1,Low
Fisker Group Inc,2024,7745,2,3,High
"General Motors, LLC",1974,596,0,2,Medium
Motor Coach Industries,2024,24,1,1,Low
"Kalmar Solutions, LLC",2024,96,1,1,Low
"Volkswagen Group of America, Inc.",2024,1453,2,3,High
Northern Lite Mfg,2024,958,1,1,Low
"Forest River, Inc.",2024,6,1,1,Low
Winnebago Towable,2024,210,1,1,Low
Winnebago Towable,2024,1201,1,1,Low
"Forest River, Inc.",2024,25,1,1,Low
"BMW of North America, LLC",2024,1150,1,1,Low
Toyota Motor Corporation,1999,23441,2,3,High
"BMW of North America, LLC",2024,12535,2,3,High
"Winnebago Industries, Inc.",2024,443,1,1,Low
Honda (American Honda Motor Co.),2024,4174,2,3,High
"Tesla, Inc.",2024,9136,2,3,High
"CFMOTO Powersports, Inc.",2024,850,1,1,Low
REV Recreation Group,2024,598,1,1,Low
"BMW of North America, LLC",2024,720796,2,3,High
Rosenbauer America,2024,5,1,1,Low
"Heartland Recreational Vehicles, LLC",2024,9,1,1,Low
Cruiser RV,2024,27,1,1,Low
AROS MANUFACTURING CO.,1974,136,0,2,Medium
REV Recreation Group,2024,4665,2,3,High
Triple E Recreational Vehicles,2024,7,1,1,Low
Blue Bird Body Company,2024,8294,2,3,High
Blue Bird Body Company,2024,89,1,1,Low
"LIVEWIRE EV, LLC",2024,788,1,1,Low
Motiv Power Systems,2024,28,1,1,Low
Motiv Power Systems,2024,6,1,1,Low
Ford Motor Company,2024,85238,2,3,High
STARDUST CRUISER MFG. CO.,1974,54,0,2,Medium
Ford Motor Company,2024,1902,2,3,High
Ford Motor Company,2024,757,1,1,Low
"Mercedes-Benz USA, LLC",2024,16,1,1,Low
Ford Motor Company,2024,4595,2,3,High
Ford Motor Company,2024,86852,2,3,High
Ford Motor Company,2024,70483,2,3,High
"Chrysler (FCA US, LLC)",2024,243,1,1,Low
"Chrysler (FCA US, LLC)",2024,27,1,1,Low
Toyota Motor Engineering & Manufacturing,2024,141,1,1,Low
SUPERIOR TRLR WORKS CORP.,1974,7,0,2,Medium
"Carriage, Inc.",1974,36,0,2,Medium
"BMW of North America, LLC",2024,15,1,1,Low
